SKU,cena_hurtowa,cena_detaliczna,stan
SE2456SETRH,28.00,89.54,3
AE908PRH,11.00,41.94,3
AS2267SETRH,30.00,95.94,3
AS2241SETRH,25.00,79.95,3
AS2263SETRH,28.00,89.54,3
CEL177NG14K,413.00,863.58,0
CEL176NG14K,277.00,613.28,0
CEL176BG14K,177.00,391.88,0
CEL166BNG14K,251.00,555.71,0
ALDEM0070BN,22.00,70.36,3
NB0039G14K,275.00,608.85,0
NB0035G14K,314.00,695.20,0
NB0041G14K,268.00,593.35,0
ERG0862G14K,449.00,938.86,3
ERG0919G14K,543.00,1135.41,0
AY0032G14K,428.00,894.95,0
JKP0016G14K,793.00,1609.39,0
JKP0013G14K,666.00,1351.65,0
JKP0010G14K,726.00,1473.42,3
JKP0023G14K,730.00,1481.53,3
N0183G14K,234.00,518.08,0
N0002G14K,298.00,659.77,0
N0205G14K,209.00,462.73,0
N0175G14K,227.00,502.58,0
N0178G14K,212.00,469.37,0
PZE0548G14K,519.00,1085.23,0
PZE0521G14K,459.00,959.77,0
PZE0558G14K,408.00,853.13,0
PZE0551G14K,348.00,727.67,0
PZE0538G14K,480.00,1003.68,0
PZE0534G14K,458.00,957.68,0
PZE0113G14K,330.00,690.03,0
PZE0305G14K,348.00,727.67,0
PZE0271G14K,359.00,750.67,0
PZE0272G14K,433.00,905.40,3
PZE0014G14K,509.00,1064.32,3
PZE0299G14K,253.00,560.14,0
PZE0274G14K,255.00,564.57,3
PZE0123G14K,252.00,557.93,0
PZE0559G14K,268.00,593.35,0
PZE0560G14K,462.00,966.04,0
PZE0290G14K,200.00,442.80,0
PZE0554G14K,517.00,1081.05,0
PZE0517G14K,462.00,966.04,3
KLY0944G14K,416.00,869.86,0
KLY1126G14K,151.00,371.46,0
KLY0011G14K,282.00,624.35,0
PUN0022G14K,870.00,1765.66,3
PUN0057G14K,875.00,1775.81,3
PUN0399G14K,642.00,1342.42,0
PUN0309G14K,871.00,1767.69,0
KLY0854G14K,274.00,606.64,0
PAP0300G14K,156.00,383.76,0
PAP0271G14K,359.00,750.67,0
KLY1051G14K,252.00,557.93,3
PAP0223G14K,287.00,635.42,3
PUP0098G14K,230.00,509.22,0
KLY1212G14K,304.00,673.06,0
PAP0531G14K,404.00,844.76,0
PUP0024PG14K,283.00,626.56,0
PUP0043PG14K,135.00,332.10,3
PUP0099G14K,124.00,305.04,0
PAP0549G14K,289.00,639.85,0
PAP0536G14K,497.00,1039.23,0
PAP0539G14K,382.00,798.76,0
PAP0526G14K,530.00,1108.23,0
PAP0131-1PG14K,278.00,615.49,0
PAP0537PG14K,432.00,903.31,3
PAP0614G14K,476.00,995.32,3
PAP0551G14K,497.00,1039.23,0
PAP0634G14K,422.00,882.40,3
PAP0258G14K,395.00,825.94,3
AZP0424G14K,158.00,388.68,0
KLY0046G14K,242.00,535.79,0
CEL183NG8K,211.00,467.15,3
CEL184NG8K,201.00,445.01,3
PSE0133G14K,322.00,712.91,0
PSE0117G14K,249.00,551.29,0
PZE0456G14K,299.00,661.99,0
PSE0071G14K,391.00,817.58,3
PSE0089G14K,251.00,555.71,0
PZE0496G14K,277.00,613.28,3
PZE0367G14K,149.00,366.54,0
PSE0144G14K,413.00,863.58,3
PZE0492G14K,245.00,542.43,3
PZE0474G14K,141.00,346.86,0
NB0110G14K,158.00,388.68,0
HB0117G14K,162.00,398.52,0
HB0035G14K,208.00,460.51,0
HB0044G14K,245.00,542.43,3
HB0039G14K,169.00,374.17,0
HB0042G14K,154.00,378.84,0
HB0107G14K,176.00,389.66,0
HB0043G14K,154.00,378.84,0
PSE0149G14K,376.00,786.22,3
PSE0015G14K,371.00,775.76,3
PZE0486G14K,226.00,500.36,3
PZE0493G14K,177.00,391.88,0
PSE0061G14K,425.00,888.67,0
PSE0056G14K,366.00,765.31,3
PZE0412G14K,312.00,690.77,0
PZE0471G14K,189.00,418.45,0
PZE0502G14K,207.00,458.30,3
PSE0126G14K,333.00,696.30,0
PSE0001G14K,374.00,782.03,3
PSE0118G14K,299.00,661.99,0
PSE0006G14K,318.00,704.05,0
PZE0499G14K,252.00,557.93,3
PSE0010G14K,374.00,782.03,3
PSE0137G14K,395.00,825.94,3
PSE0129G14K,377.00,788.31,0
PZE0498G14K,237.00,524.72,0
PZE0443G14K,353.00,738.12,0
PSE0098G14K,347.00,725.58,0
PSE0050G14K,443.00,926.31,3
JKP0025G14K,674.00,1367.88,3
CEL184BG8K,138.00,339.48,0
CEL183BG8K,146.40,360.14,3
CEL186BG8K,151.00,371.46,3
CEL187BG8K,92.00,248.95,0
PZE0501G14K,200.00,442.80,0
PZE0479G14K,193.00,427.30,0
PSE0102G14K,374.00,782.03,3
PZE0489G14K,205.00,453.87,3
PSE0063G14K,353.00,738.12,3
PSE0013G14K,374.00,782.03,0
PSE0096G14K,274.00,606.64,0
PSE0085G14K,287.00,635.42,3
BR3020RH,19.00,60.76,3
BR3029RH,36.00,115.13,0
BR3027RH,36.00,115.13,0
BR3026RH,26.00,83.15,0
BR3024RH,32.00,102.34,0
BR3026Y,28.00,89.54,0
BR3045Y,20.00,63.96,3
BR3050Y,21.00,67.16,0
BR3020Y,18.00,57.56,3
BR3027Y,29.00,92.74,3
BR3047Y,20.00,63.96,3
3025BY,29.00,92.74,0
BR3044Y,21.00,67.16,3
BR3022Y,22.00,70.36,3
BR3048Y,21.00,67.16,3
BR3029Y,25.00,79.95,0
BR3051Y,21.00,67.16,3
BR3046RH,20.00,63.96,3
BR3045RH,20.00,63.96,3
BR3017RH,19.00,60.76,3
3025BRH,34.00,108.73,3
BR3048RH,21.00,67.16,3
BR3044RH,20.00,63.96,0
BR3023RH,33.00,105.53,0
BR3047RH,20.00,63.96,3
BR3248RH,21.00,67.16,3
BR3052RH,23.00,73.55,0
BR3051RH,21.00,67.16,3
NC3240RH,21.00,67.16,3
3251NRH,26.00,83.15,3
NC3241RH,22.00,70.36,3
NC3250RH,19.00,60.76,0
NC3239RH,21.00,67.16,3
NC3217RH,23.00,73.55,0
NC3248RH,22.00,70.36,3
NC3222RH,20.00,63.96,3
NC3249RH,21.00,67.16,3
NC3221RH,19.00,60.76,3
NC3252RH,24.00,76.75,0
N3024RH,31.00,99.14,0
3026NRH,36.00,115.13,3
3025NRH,30.00,95.94,3
NC3121RH,20.00,63.96,0
3231RH,36.00,115.13,0
NC3220Y,25.00,79.95,3
NC3217Y,23.00,73.55,0
NC3248Y,22.00,70.36,3
3025NY,36.00,115.13,3
NC3239Y,21.00,67.16,3
3251NY,26.00,83.15,3
NC3240Y,21.00,67.16,3
NC3250Y,21.00,67.16,0
NC3221Y,19.00,60.76,3
N3024Y,31.00,99.14,3
3026NY,37.00,118.33,3
NC3238Y,21.00,67.16,0
NC3241Y,21.00,67.16,3
NC3249Y,21.00,67.16,3
NC3222Y,21.00,67.16,3
NC3252Y,22.00,70.36,0
ALBEADS0120,20.00,63.96,3
ALBEADS0122,22.00,70.36,0
ALBEADS0125,22.00,70.36,0
ALBEADS0126,22.00,70.36,3
ALBEADS0127,22.00,70.36,0
ALBEADS0129,14.00,53.38,0
ALBEADS0130,34.00,108.73,0
ALBEADS0132,36.00,115.13,3
ALBEADS0133,23.00,73.55,0
ALBEADS0134,22.00,70.36,3
PAS003,31.00,99.14,0
PAS042,30.00,95.94,0
PAS047,58.00,171.22,0
PAS060,24.00,76.75,0
PAS070,46.00,135.79,0
PAS108,33.00,105.53,0
PAS114,19.00,60.76,0
PAS122,23.00,73.55,0
PAS135,17.00,54.37,0
PAS142,21.00,67.16,0
PAS169,40.00,127.92,0
PAS179,43.00,126.94,3
PAS273,24.00,76.75,0
PAS274,23.00,73.55,0
PAS325,17.00,54.37,3
PAS331,35.00,111.93,0
PAS374,32.00,102.34,0
PAS375,39.00,124.72,0
PAS377,31.00,99.14,0
PSC002,15.00,57.20,0
PAS149,20.00,63.96,0
AN1911Y,29.00,92.74,3
AN1918Y,33.00,105.53,3
AN2230RH,23.00,73.55,3
AN2233RH,26.00,83.15,3
AN884RH,31.00,99.14,3
AN2234RH,26.00,83.15,3
AN2235RH,29.00,92.74,3
AN2231RH,28.00,89.54,3
AN2220RH,23.00,73.55,0
AN2221RH,25.00,79.95,0
AN2223RH,29.00,92.74,3
AN2232RH,28.00,89.54,3
AN2219RH,24.00,76.75,3
AN2224RH,29.00,92.74,3
AN2225RH,28.00,89.54,3
AH1868RH,24.00,76.75,0
AH1868RH,29.00,92.74,0
ALSS0033,39.00,124.72,0
ALSS0038ES,29.00,92.74,0
ALSS0039ES,26.00,83.15,0
ALSS0040ES,31.00,99.14,0
ALKJ0016NRH,25.00,79.95,0
ALKJ0017NRH,34.00,108.73,0
ALSS0042ES,15.00,57.20,0
ALSS0043ES,41.00,121.03,3
ALSS0044ES,45.00,132.84,3
BR3024Y,28.00,89.54,0
ALSS0048ES,19.00,60.76,3
ALSS0051ES,19.00,60.76,3
ALSS0052ES,17.00,54.37,0
ALSS0053ES,48.00,141.70,3
ALCYR0066ES,57.00,168.26,3
ALCYR0066PS,31.00,99.14,3
ALKJ0009ERH,50.00,147.60,0
ALKJ0009PRH,19.00,60.76,3
ALKJ0010ERH,50.00,147.60,0
ALKJ0010PRH,19.00,60.76,3
ALKJ0011PRH,19.00,60.76,0
ALKJ0009BRH,42.00,123.98,0
ALKJ0010BRH,42.00,123.98,3
ALKJ0011BRH,42.00,123.98,0
ALKJ0012ERH,31.00,99.14,0
ALKJ0012PRH,19.00,60.76,3
ALKJ0013ERH,28.00,89.54,3
ALKJ0013PRH,20.00,63.96,3
ALKJ0012BRH,42.00,123.98,0
ALKJ0013BRH,42.00,123.98,0
ALSD0015ES,46.00,135.79,3
ALKJ0015B,85.00,230.01,0
ALKJ0015E,46.00,135.79,0
ALKJ0015P,34.00,108.73,3
ALSS0045ES,19.00,60.76,3
ALSS0050ES,19.00,60.76,3
ALBEADS0137,25.00,79.95,3
ALBEADS0140,23.00,73.55,3
NC3220RH,25.00,79.95,3
MVSR-0016C,26.52,84.81,0
N0171G14K,198.00,438.37,0
HC0007G14K,362.00,756.94,0
CEL165BKG14K,202.00,447.23,0
AE8371,34.00,108.73,3
AE8372,22.00,70.36,3
ALCYR0066BS,110.00,297.66,0
MLC0004B,12.72,48.50,0
AS2624EPRRED,37.00,118.33,3
AS2624EPRBLUE,37.00,118.33,3
AS2619,40.00,127.92,3
A001254-P,37.00,118.33,0
AE7921,9.00,34.32,3
AE8373,25.00,79.95,0
AE7903,13.00,49.57,3
AE7911,11.00,41.94,3
AE7985,20.00,63.96,3
AE7421,20.00,63.96,0
AP6135,11.00,41.94,3
A001439PRH,25.00,79.95,3
AP6137,13.00,49.57,3
AP6136,15.00,57.20,3
AP6133,15.00,57.20,3
AE7962,14.00,53.38,3
AP6109,12.00,45.76,3
A001442,31.00,99.14,3
ALP011,56.00,165.31,3
ALP013,24.00,76.75,0
ALP016,68.00,200.74,0
ALP017,56.00,165.31,3
ALP019,36.00,115.13,0
ALP020,51.00,150.55,3
ALP021,45.00,132.84,0
ALP024,83.00,224.60,3
ALCYR0062PRH,18.00,57.56,0
ALCYR0064PS,14.00,53.38,3
CR825,24.00,76.75,0
ALSS0057ES,26.00,83.15,0
ALSS0058ES,26.00,83.15,0
ALSS0059ES,36.00,115.13,3
ME02432B,19.00,60.76,0
ALBAG0001ES,23.00,73.55,3
ALBAG0001PS,18.00,57.56,3
ALBAG0002ERH,29.00,92.74,3
ALBAG0002PRH,15.00,57.20,3
ALBAG0003PS,18.00,57.56,3
ALBAG0004ES,26.00,83.15,3
ALBAG0004PS,20.00,63.96,3
ALBAG0005ES,30.00,95.94,0
ALBAG0006ES,25.00,79.95,3
ALBAG0006PS,18.00,57.56,3
ALBAG0007ES,24.00,76.75,3
ALBAG0007PS,15.00,57.20,3
PEARL0003ERH,10.00,38.13,3
ALS0309,26.00,83.15,0
ALS0312,23.00,73.55,0
ALS0313,15.00,57.20,0
ALS-1202,21.00,67.16,0
ALS-928,22.00,70.36,0
ALS-929,47.00,138.74,0
ALS-931,45.00,132.84,0
ALS-932,43.00,126.94,3
ALSS0054EOX,29.00,92.74,3
ALSS0055ES,53.00,156.46,3
ALSS0056ES,29.00,92.74,0
ALS-930,15.00,57.20,3
ALSS0060ES,19.00,60.76,0
ALSS0061ES,15.00,57.20,3
ALSS0062ES,19.00,60.76,0
ALSS0063ES,26.00,83.15,0
ME02772A,21.00,67.16,0
ME02912A,19.00,60.76,0
ME02974A,13.00,49.57,0
ME03648A,20.00,63.96,0
ME03764A,17.00,54.37,0
ALCYR0067PRH,39.00,124.72,3
LE0861,30.00,95.94,0
ME00331A,35.00,111.93,0
ME03728A,30.00,95.94,3
ME02842A,28.00,89.54,0
ME04104A,34.00,108.73,3
SE03939A,31.00,99.14,0
ME01240C,34.00,108.73,0
ME02311A,24.00,76.75,3
MP05018A,21.00,67.16,3
SP00269B,18.00,57.56,3
SP03201A,18.00,57.56,3
SP03341A,19.00,60.76,3
SP03360A,19.00,60.76,0
SP03446B,17.00,54.37,0
SP03457B,20.00,63.96,3
SP03473A,15.00,57.20,3
SP03474A,18.00,57.56,3
MPD0018A,24.00,76.75,3
SP03611A,18.00,57.56,0
SP03712A,15.00,57.20,3
SP03719A,14.00,53.38,3
SPC0113A,23.00,73.55,3
SPC2547A,20.00,63.96,3
SPD0480B,19.00,60.76,0
SP03608A,18.00,57.56,3
MPA0029A,26.00,83.15,3
SP03604A,19.00,60.76,0
SP03875A,17.00,54.37,3
SP03964A,15.00,57.20,3
SPD0463A,15.00,57.20,0
MP05002A,26.00,83.15,0
MP05138A X,39.00,124.72,0
SPW0038A,31.00,99.14,0
SPD3886B,26.00,83.15,3
SPD0565A,28.00,89.54,0
PAS035,26.00,83.15,3
PAS046,25.00,79.95,0
PAS080,24.00,76.75,0
PAS118,28.00,89.54,0
PAS139A,44.00,129.89,3
PAS177,33.00,105.53,0
PAS369,36.00,115.13,0
PAS391,47.00,138.74,0
PAS051,31.00,99.14,0
BR3046Y,21.00,67.16,3
NC3275Y,22.00,70.36,3
3032BY,35.00,111.93,0
3069BY,26.00,83.15,3
2917BY,26.00,83.15,3
2928BY,42.00,123.98,3
3095NY,36.00,115.13,3
ALSS002NRH,28.00,89.54,3
2917BRH,25.00,79.95,3
3223NRH,40.00,127.92,0
3226NRH,44.00,129.89,3
3095BRH,25.00,79.95,0
3223NY,40.00,127.92,3
3225NY,31.00,99.14,0
3220BY,30.00,95.94,3
3095BY,25.00,79.95,3
3226NY,55.00,162.36,3
CEL188BG8K,120.00,324.72,3
CEL189BG8K,134.00,329.64,3
CEL190BG8K,108.00,292.25,0
CEL191BG8K,95.00,257.07,0
CEL192BG8K,107.00,289.54,0
2917NY,28.00,89.54,3
3220BRH,29.00,92.74,3
3017BY,24.00,76.75,3
3249NY,26.00,83.15,3
3248BY,28.00,89.54,3
3095NRH,36.00,115.13,3
3231NY,35.00,111.93,3
2928NRH,56.00,165.31,3
3210NY,28.00,89.54,3
3071BRH,26.00,83.15,3
3070BY,28.00,89.54,3
3209NRH,26.00,83.15,3
3071NY,26.00,83.15,3
3071BY,26.00,83.15,3
3277NY,28.00,89.54,3
3209BY,26.00,83.15,3
3210BY,28.00,89.54,3
3209NY,26.00,83.15,3
3274NY,28.00,89.54,3
3277BY,26.00,83.15,3
3071NRH,26.00,83.15,3
3210NRH,28.00,89.54,3
3274NRH,28.00,89.54,3
3277NRH,26.00,83.15,3
3210BRH,28.00,89.54,3
3209BRH,26.00,83.15,3
3070BRH,28.00,89.54,3
3277BRH,26.00,83.15,3
3274BRH,26.00,83.15,3
CHRZ013,308.00,681.91,0
CHRZ014,261.00,577.85,0
CHRZ015,142.00,349.32,3
CHRZ016,152.00,373.92,3
CHRZ017,151.00,371.46,0
CHRZ018,161.00,396.06,3
SM-11,182.00,402.95,3
SM-12,204.00,451.66,3
SM-13,185.00,409.59,3
SM-14,202.00,447.23,3
GR-8,238.00,526.93,0
GR-9,324.00,717.34,3
GR-10,183.00,405.16,3
GR-11,268.00,593.35,0
GR-12,238.00,526.93,0
GR-13,176.00,389.66,3
AE9027,23.00,73.55,3
AE9033,14.00,53.38,0
AE9032,21.00,67.16,3
AE9036,25.00,79.95,3
AE8526,25.00,79.95,0
AE8523,10.00,38.13,0
AE8518,30.00,95.94,0
AE8746,19.00,60.76,3
AP6653,15.00,57.20,3
AP6655,19.00,60.76,3
LR1511,20.00,63.96,3
CEL166NG8K,161.00,396.06,0
3070NRH,28.00,89.54,3
CEL186NG8K,200.00,442.80,0
CEL193BG8K,110.00,297.66,0
CEL193NG8K,180.00,398.52,0
CEL193KG8K,121.00,327.43,0
CEL194NG8K,183.00,405.16,0
CEL194BG8K,135.00,332.10,0
CEL195NG8K,182.00,402.95,0
CEL195BG8K,134.00,329.64,3
CEL196NG8K,193.00,427.30,0
CEL196BG8K,141.00,346.86,0
CEL197NG8K,183.00,405.16,0
CEL197BG8K,129.00,317.34,0
CEL192NG8K,183.00,405.16,3
CEL191NG8K,193.00,427.30,0
CEL189NG8K,184.00,407.38,0
CEL188NG8K,177.00,391.88,3
CEL190NG8K,125.00,307.50,0
CEL198NG8K,183.00,405.16,0
CEL198BG8K,92.00,248.95,0
CEL199NG8K,133.00,327.18,0
CEL200NG8K,150.00,369.00,0
CEL201NG8K,133.00,327.18,0
CEL202NG8K,193.00,427.30,3
CEL203NG8K,133.00,327.18,0
GR-14,324.00,717.34,3
GR-15,220.00,487.08,0
3250KRH,16.00,61.01,0
3226KRH,16.00,61.01,3
3220KRH,25.00,79.95,0
3241KRH,17.00,54.37,0
3252KRH,23.00,73.55,0
3249KRH,18.00,57.56,0
3209KRH,14.00,53.38,0
3274KRH,18.00,57.56,0
3217KRH,29.00,92.74,0
3210KRH,16.00,61.01,0
3275KRH,20.00,63.96,3
ALRZ0002BR,20.00,63.96,3
CEL16B,29.00,92.74,3
CEL17BRH,25.00,79.95,0
CEL18BRH,26.00,83.15,0
CEL19BRH,26.00,83.15,0
AP6073,59.00,174.17,0
ALBAG0005PS,19.00,60.76,3
ME02646A,35.00,111.93,0
ME03755A,20.00,63.96,3
TE6116,25.00,79.95,3
LP0151,37.00,118.33,3
TP3498,32.00,102.34,3
SP03459C,20.00,63.96,3
MPB0038A,44.00,129.89,3
MPW0080A,15.00,57.20,3
MPWZ050A,15.00,57.20,0
SPDZ610B,20.00,63.96,0
SPD0490B,17.00,54.37,0
TE5836 X,13.00,49.57,0
2917KRH,13.00,49.57,0
3275KY,18.00,57.56,3
SP04018A,28.00,89.54,0
3239KRH,17.00,54.37,0
MEW0061A,23.00,73.55,0
3241KY,17.00,54.37,0
3226KY,13.00,49.57,0
3121KY,14.00,53.38,0
3252KY,16.00,61.01,0
3210KY,16.00,61.01,0
3249KY,18.00,57.56,0
3217KY,28.00,89.54,3
3209KY,14.00,53.38,0
3251KY,17.00,54.37,0
3220KY,25.00,79.95,3
3239KY,18.00,57.56,0
3248KY,17.00,54.37,0
ALSS003,48.00,141.70,3
ALSS003K,58.00,171.22,3
MP04939A,28.00,89.54,3
SE05196C,13.00,49.57,0
GE0008,17.00,54.37,0
LE0920,15.00,57.20,0
TE5812 X+Y,19.00,60.76,3
ME02975A,26.00,83.15,0
SE05214B,20.00,63.96,0
SED0035B,39.00,124.72,0
LE0624,37.00,118.33,3
MP05071A,40.00,127.92,3
SE05121A,30.00,95.94,0
MP05214A,43.00,126.94,0
SP03122C,34.00,108.73,0
SE05578A,18.00,57.56,0
MN01086A,30.00,95.94,0
MNC0001B,25.00,79.95,0
BR00922B,26.00,83.15,0
SPH0091B,23.00,73.55,3
SPH0090A,24.00,76.75,3
SPIZ004A,52.00,153.50,0
SE02055A,39.00,124.72,3
SR05099A X,14.00,53.38,0
SEJ0066A,48.00,141.70,3
AN2625,31.00,99.14,3
SR04961A,23.00,73.55,3
ALBS002,48.00,141.70,0
ALBEADS0105,20.00,63.96,0
08411PRH,7.00,26.69,3
08411ERH,42.00,123.98,3
SET-1181E1,18.00,57.56,3
SET-1292B,26.00,83.15,3
SET-1272P,25.00,79.95,3
SET-1272E,34.00,108.73,3
SET-1272B,22.00,70.36,3
SET-1269P,29.00,92.74,3
SET-1269B,23.00,73.55,3
ALSD0016ERH,15.00,57.20,3
ALSD0017ERH,11.00,41.94,0
ALSD0018ERH,11.00,41.94,0
SET-1181E,33.00,105.53,3
SET-1269E,34.00,108.73,3
ALDEM0083KSZTRH,23.00,73.55,3
ALDEM0082KSZTRH,23.00,73.55,3
ALDEM0084KSZTRH,23.00,73.55,3
ALDEM0103KSZTRH,19.00,60.76,3
ALDEM0104KSZTRH,19.00,60.76,3
ALDEM0079KRH,29.00,92.74,0
ALDEM0078KRH,23.00,73.55,0
ALDEM0080KRH,23.00,73.55,0
ALDEM0081KRH,31.00,99.14,0
ALDEM0082KRH,31.00,99.14,3
ALDEM0083KRH,31.00,99.14,3
ALDEM0081KSZTRH,23.00,73.55,3
ALDEM0075KSZTRH,13.00,49.57,3
ALDEM0085KSZTRH,13.00,49.57,3
ALDEM0086KSZTRHR,13.00,49.57,0
ALDEM0087KSZTRH,12.00,45.76,0
ALDEM0088KSZTRHR,10.00,38.13,3
ALDEM0089KSZTRH,13.00,49.57,0
ALDEM0090KSZTRHR,13.00,49.57,3
ALDEM0091KSZTRH,13.00,49.57,3
ALDEM0093KSZTRH,13.00,49.57,3
ALDEM0094KSZTRHP,13.00,49.57,0
ALDEM0096KSZTRH,19.00,60.76,0
ALDEM0097KSZTRH,10.00,38.13,0
ALDEM0098KSZTRH,26.00,83.15,3
ALDEM0099KSZTRHR,12.00,45.76,0
ALDEM0101KRH,24.00,76.75,3
ALDEM0101KSZTRH,19.00,60.76,3
ALDEM0102KSZTRH,19.00,60.76,3
ALDEM0102KRH,24.00,76.75,3
ALDEM0103KRH,25.00,79.95,0
ALDEM0104KRH,25.00,79.95,3
ALDEM0105KRH,31.00,99.14,0
ALDEM0105KSZTRH,19.00,60.76,3
ALDEM0106KRH,24.00,76.75,3
ALDEM0106KSZTRH,19.00,60.76,3
ALDEM0107KRH,24.00,76.75,3
ALDEM0107KSZTRH,19.00,60.76,3
ALDEM0108KRH,24.00,76.75,3
ALDEM0108KSZTRH,19.00,60.76,3
ALDEM0109KRH,14.00,53.38,0
ALDEM0109KSZTRHR,10.00,38.13,3
ALDEM0110KRH,25.00,79.95,0
ALDEM0110KSZTRH,19.00,60.76,0
ALDEM0111KRH,23.00,73.55,0
ALDEM0111KSZTRH,19.00,60.76,3
ALDEM0112KSZTRH,10.00,38.13,0
ALDEM0113KRH,24.00,76.75,0
ALDEM0088KSZTRHB,10.00,38.13,0
ALDEM0086KSZTRHO,13.00,49.57,0
ALDEM0094KSZTRHY,13.00,49.57,3
ALDEM0090KSZTRHP,13.00,49.57,3
ALDEM0100KSZTRHP,13.00,49.57,0
ALDEM0099KSZTRHRB,10.00,38.13,0
ALDEM0116KSZTRH,15.00,57.20,0
ALDEM0114KSZTRH,17.00,54.37,3
ALDEM0115KSZTRH,22.00,70.36,3
ALDEM0113KSZTRH,19.00,60.76,3
ALDEM0109KSZTRHB,11.00,41.94,3
CEL205BY,22.00,70.36,0
GR-16,140.00,344.40,0
CEL208BY,22.00,70.36,0
CEL209BY,22.00,70.36,0
CEL210BY,22.00,70.36,0
CEL211BY,22.00,70.36,0
CEL212BY,22.00,70.36,0
CEL214BY,22.00,70.36,0
CEL215BY,22.00,70.36,0
CEL216BY,22.00,70.36,0
CEL217BY,22.00,70.36,0
CEL218BY,22.00,70.36,0
CEL219BY,20.00,63.96,0
CEL220BY,20.00,63.96,0
CEL221BY,20.00,63.96,0
CEL222BY,20.00,63.96,0
CEL223BY,20.00,63.96,0
CEL224BY,20.00,63.96,0
CEL225BY,20.00,63.96,0
CEL226BY,20.00,63.96,0
CEL227BY,20.00,63.96,0
CEL170NG14K,226.00,500.36,0
CEL170BG14K,152.00,373.92,0
CEL172NG14K,249.00,551.29,0
CEL184NG14K,321.00,710.69,0
PD0010,18.00,57.56,3
SEZ0043A,33.00,105.53,0
CEL228NG8K,110.00,297.66,0
CEL229NG8K,133.00,327.18,0
CEL231NG8K,256.00,566.78,0
CEL232NG8K,228.00,504.79,0
CEL232BG8K,234.00,518.08,0
CEL233KG8K,162.00,398.52,0
CEL234KG8K,124.00,305.04,3
CEL235NG8KEDYTA,232.00,513.65,0
CEL236NG8KZOSIA,240.00,531.36,3
CEL237NG8KALICJA,240.00,531.36,3
CEL238NG8KSYLWIA,240.00,531.36,3
CEL239NG8KLENA,240.00,531.36,3
CEL240NG8KPATRYCJA,240.00,531.36,3
CEL241NG8KKAMILA,240.00,531.36,3
CEL242NG8KIGA,224.00,495.94,0
CEL243NG8KAGNIESZKA,240.00,531.36,3
CEL245NG8KNATALIA,232.00,513.65,0
CEL246NG8KHANIA,240.00,531.36,3
CEL247NG8KULA,232.00,513.65,3
CEL248NG8KNINA,219.00,484.87,0
CEL249NG8KASIA,240.00,531.36,3
CEL250NG8KPAULINA,232.00,513.65,0
CEL251NG8KOLIWIA,240.00,531.36,3
CEL252NG8KKASIA,240.00,531.36,3
CEL253NG8KMAGDA,240.00,531.36,3
CEL254NG8KOLA,232.00,513.65,3
CEL255NG8KKINGA,219.00,484.87,3
CEL256NG8KWIKTORIA,240.00,531.36,3
CEL257NG8KPOLA,232.00,513.65,3
CEL258NG8KMAJA,240.00,531.36,3
CEL259NG8KHELENA,232.00,513.65,3
CEL260NG8KMARTYNA,232.00,513.65,3
CEL261NG8KANIA,240.00,531.36,3
CEL262NG8KDOROTA,224.00,495.94,0
CEL263NG8KJULIA,240.00,531.36,3
CEL264NG8KKAROLINA,240.00,531.36,3
CEL265NG8KMARIA,240.00,531.36,3
SP1512110,12.00,45.76,3
SET0100Z,28.00,89.54,3
MP01903RH+Y,32.00,102.34,3
0141-MVSP,25.00,79.95,3
0158-MVSP,29.00,92.74,3
0138-MVSP,25.00,79.95,3
0161-MVSP,35.00,111.93,3
0171-MVSP,28.00,89.54,0
0159-MVSP,20.00,63.96,0
0011-MVSP,17.00,54.37,0
0050-MVSP,20.00,63.96,0
0085-MVSP,29.00,92.74,3
0068-MVSP,20.00,63.96,0
0167-MVSP,24.00,76.75,0
0168-MVSP,31.00,99.14,0
0126-MVSP,29.00,92.74,0
0112-MVSP,23.00,73.55,0
0114-MVSP,17.00,54.37,0
SP03983B,21.00,67.16,3
HUP-023,17.00,54.37,0
NSP-0052,17.00,54.37,3
NSP-0054,17.00,54.37,3
LRDB4MMW,12.00,45.76,3
LRDB4MMA,12.00,45.76,3
LRDB4MMB,11.00,41.94,3
LRDB4MMR,12.00,45.76,3
LRDB4MMS,11.00,41.94,0
ALCYR0038PRH,24.00,76.75,0
P14928RHG,21.00,67.16,3
ALCB234RH,31.00,99.14,3
ALBS001,39.00,124.72,0
MT001,25.00,79.95,0
SET0100B,85.00,230.01,3
PAS400,19.00,60.76,0
PAS402,21.00,67.16,0
LRDB4MML,11.00,41.94,0
HB-0217,78.00,230.26,0
HB-0218,91.00,246.25,0
HB-0219,83.00,224.60,0
HB-0220,74.00,218.45,3
HB-0221,74.00,218.45,0
HB-0222,67.00,197.78,0
HB-0223,67.00,197.78,0
HB-0224,74.00,218.45,0
ALCYR0068ERH,15.00,57.20,3
ALCYR0069ERH,13.00,49.57,3
SP825RH,28.00,89.54,0
M-297,37.00,118.33,0
M-286,15.00,57.20,0
AE8524,25.00,79.95,3
SE1343910,19.00,60.76,0
SEK0007A,25.00,79.95,0
SMT-1021-B,61.00,180.07,0
SMT-1021-N,61.00,180.07,3
SMT-1021-K,31.00,99.14,0
E13285RHG,40.00,127.92,0
CEL267BY,21.00,67.16,0
CEL268BY,21.00,67.16,0
SMH-1011,43.00,126.94,3
SMH-1013,43.00,126.94,3
